# z,n,symbol,jp,abundance,half_life_sec,half_life_text,decays,binding_kev_per_a,mass_excess_kev,discovery
35,40,Br,3/2-,,5802,96.7 m,EC+B+:100,8627.65,-69107.02,1948
35,41,Br,1-,,5.832e+04,16.2 h,EC+B+:100,8635.88,-70289.078,1952
35,42,Br,3/2-,,2.053e+05,57.04 h,EC+B+:100,8666.81,-73234.818,1948
35,43,Br,1+,,387,6.45 m,EC+B+:99.99 B-:0.01,8661.96,-73452.168,1937
35,44,Br,3/2-,50.65,STABLE,stable,,8687.6,-76068.067,1920
35,45,Br,1+,,1061,17.68 m,B-:91.7 EC+B+:8.3,8677.65,-75889.025,1937
35,46,Br,3/2-,49.35,STABLE,stable,,8695.95,-77977.051,1920
35,47,Br,5-,,1.27e+05,35.282 h,B-:100,8682.5,-77498.677,1937
35,48,Br,3/2-,,8546,2.374 h,B-:100,8693.39,-79013.721,1937
35,49,Br,2-,,1906,31.76 m,B-:100,8671.33,-77783.094,1943
35,50,Br,3/2-,,174,2.90 m,B-:100,8673.59,-78575.478,1943
35,51,Br,(1-),,55.1,55.1 s,B-:100,8632.37,-75632.261,1962
35,52,Br,(5/2-),,55.68,55.68 s,B-:100 B-N:2.6,8605.91,-73891.685,1943
35,53,Br,(2-),,16.34,16.34 s,B-:100 B-N:6.58,8563.75,-70715.967,1948
35,54,Br,(5/2-),,4.357,4.357 s,B-:100 B-N:13.7,8530.78,-68274.271,1959
35,55,Br,,,1.91,1.91 s,B-:100 B-N:25.3,8478.19,-64000.306,1959
35,56,Br,,,0.543,0.543 s,B-:100 B-N:19.5,8441.92,-61107.301,1974
35,57,Br,,,0.314,0.314 s,B-:100 B-N:33.1,8384.91,-56232.812,1974
35,58,Br,(5/2-),,0.102,102 ms,B-:100 B-N:68,8345.6,-52890.235,1981
35,59,Br,,,0.07,70 ms,B-:100 B-N:68,8287,-47650,1981
35,60,Br,,,1.5e-07,150 ns,B-:100 B-N:34,8245,-43850,1997
35,61,Br,,,1.5e-07,150 ns,B-:100 B-N:27.6,8184,-38210,1997
35,62,Br,,,,,B-:100 B-2N B-N,8140,-34000,1997
35,63,Br,,,,,B-:100 B-2N B-3N,8078,-28050,2010
35,66,Br,,,,,B-:100 B-2N B-3N,,,
36,31,Kr,,,0.0074,7.4 ms,EC:63 EC+B+:63 2P:37,7883,-15552,2016
36,32,Kr,0+,,0.0216,21.6 ms,EC+B+:100 ECP:89,8034,-25626,2016
36,33,Kr,(5/2-),,0.028,28 ms,EC+B+:100 B+P:99,8129,-32140,1995
36,34,Kr,0+,,0.04,40 ms,EC+B+:100 ECP:1.3,8256,-41100,1995
36,35,Kr,(5/2)-,,0.0949,94.9 ms,EC+B+:100 ECP:3.06,8327.13,-46327.211,1981
36,36,Kr,0+,,17.1,17.1 s,EC+B+:100 ECP:0.000001,8429.32,-53940.582,1973
36,37,Kr,(3/2)-,,27.3,27.3 s,EC+B+:100 ECP:0.25,8460.18,-56551.758,1972
36,38,Kr,0+,,690,11.50 m,EC+B+:100,8533.04,-62331.844,1960
36,39,Kr,5/2+,,276,4.60 m,EC+B+:100,8553.44,-64323.632,1960
36,40,Kr,0+,,5.328e+04,14.8 h,EC+B+:100,8608.81,-69013.706,1954
36,41,Kr,5/2+,,4275,71.25 m,EC+B+:100,8616.84,-70169.451,1948
36,42,Kr,0+,0.355,STABLE,stable,,8661.24,-74178.283,1920
36,43,Kr,1/2-,,1.261e+05,35.04 h,EC+B+:100,8657.11,-74442.29,1948
36,44,Kr,0+,2.286,STABLE,stable,,8692.93,-77893.455,1920
36,45,Kr,7/2+,,7.227e+12,2.29E+5 Y,EC:100,8682.82,-77696.199,1950
36,46,Kr,0+,11.593,STABLE,stable,,8710.68,-80591.795,1920
36,47,Kr,9/2+,11.5,STABLE,stable,,8695.73,-79990.643,1920
36,48,Kr,0+,56.987,STABLE,stable,,8717.45,-82439.345,1920
36,49,Kr,9/2+,,3.389e+08,10.739 Y,B-:100,8698.56,-81480.341,1940
36,50,Kr,0+,17.279,STABLE,stable,,8712.03,-83265.676,1920
36,51,Kr,5/2+,,4578,76.3 m,B-:100,8675.28,-80709.531,1940
36,52,Kr,0+,,1.017e+04,2.825 h,B-:100,8656.85,-79691.295,1939
36,53,Kr,3/2(+),,189,3.15 m,B-:100,8614.82,-76535.795,1940
36,54,Kr,0+,,32.32,32.32 s,B-:100,8591.26,-74959.259,1951
36,55,Kr,5/2(+),,8.57,8.57 s,B-:100,8541.75,-70973.974,1951
36,56,Kr,0+,,1.84,1.840 s,B-:100 B-N:0.0332,8512.67,-68769.329,1951
36,57,Kr,1/2+,,1.286,1.286 s,B-:100 B-N:1.95,8458.11,-64136.002,1951
36,58,Kr,0+,,0.212,212 ms,B-:100 B-N:1.11,8424.33,-61347.78,1972
36,59,Kr,1/2(+),,0.114,0.114 s,B-:100 B-N:2.87,8366,-56158.92,1994
36,60,Kr,0+,,0.08,80 ms,B-:100 B-N:3.7,8330.87,-53081.682,1994
36,61,Kr,(3/2+),,0.063,63 ms,B-:100 B-N:6.7,8269.86,-47423.499,1997
36,62,Kr,0+,,0.043,43 ms,B-:100 B-N:7 B-2N,8234,-44120,1997
36,63,Kr,,,0.013,13 ms,B-:100 B-N:11,8175,-38400,1997
36,64,Kr,0+,,0.007,7 ms,B-:100 B-N B-2N,8134,-34470,1997
36,65,Kr,,,6.35e-07,635 ns,B- B-N B-2N,8075,-28580,2010
36,66,Kr,0+,,,,B-:100 B-N B-2N,,,
37,35,Rb,,,1.03e-07,103 ns,P EC+B+,8202,-38330,2017
37,36,Rb,(3/2-),,8.1e-08,81 ns,P EC+B+,8305.08,-46011.611,1996
37,37,Rb,0+,,0.06478,64.776 ms,EC+B+:100,8381.71,-51916.016,1977
37,38,Rb,3/2(-),,19,19.0 s,EC+B+:100,8448.28,-57218.702,1975
37,39,Rb,1(-),,36.5,36.5 s,EC+B+:100 ECA:0.00000038,8486.22,-60479.089,1969
37,40,Rb,3/2-,,226.8,3.78 m,EC+B+:100,8537.34,-64830.5,1972
37,41,Rb,0(+),,1060,17.66 m,EC+B+:100,8558.35,-66935.427,1968
37,42,Rb,5/2+,,1374,22.9 m,EC+B+:100,8601.14,-70802.778,1957
37,43,Rb,1+,,33.4,33.4 s,EC+B+:100,8611.68,-72175.476,1961
37,44,Rb,3/2-,,1.646e+04,4.572 h,EC+B+:100,8645.51,-75456.704,1949
37,45,Rb,1+,,75.45,1.2575 m,EC+B+:100,8647.43,-76187.813,1949
37,46,Rb,5/2-,,7.448e+06,86.2 d,EC:100,8675.22,-79070.639,1950
37,47,Rb,2-,,2.836e+06,32.82 d,EC+B+:96.1 B-:3.9,8676.22,-79758.975,1947
37,48,Rb,5/2-,72.17,STABLE,stable,,8697.44,-82167.341,1921
37,49,Rb,2-,,1.611e+06,18.642 d,B-:99.9948 EC:0.0052,8696.9,-82747.003,1941
37,50,Rb,3/2-,27.83,1.568e+18,4.97E+10 Y,B-:100,8710.98,-84597.802,1921
37,51,Rb,2-,,1066,17.773 m,B-:100,8681.12,-82609.004,1939
37,52,Rb,3/2-,,919.2,15.32 m,B-:100,8664.19,-81712.399,1940
37,53,Rb,0-,,158,158 s,B-:100,8631.53,-79365.573,1951
37,54,Rb,3/2(-),,58.2,58.2 s,B-:100,8607.56,-77745.049,1951
37,55,Rb,0-,,4.48,4.48 s,B-:100 B-N:0.0107,8569.42,-74772.45,1960
37,56,Rb,5/2-,,5.84,5.84 s,B-:100 B-N:1.39,8540.92,-72619.9,1960
37,57,Rb,3(-),,2.702,2.702 s,B-:100 B-N:10.5,8492.76,-68562.791,1961
37,58,Rb,5/2-,,0.3777,377.7 ms,B-:100 B-N:8.7,8460.2,-65890.307,1967
37,59,Rb,2(-),,0.203,203 ms,B-:100 B-N:13.3,8408.9,-61354.351,1967
37,60,Rb,3/2+,,0.1691,169.1 ms,B-:100 B-N:25.5 B-2N,8376.19,-58519.145,1969
37,61,Rb,0(-),,0.115,115 ms,B-:100 B-N:14.3 B-2N:0.054,8330.73,-54369.152,1971
37,62,Rb,(3/2+),,0.054,54 ms,B-:100 B-N:19.8 B-2N,8295.3,-51121.15,1971
37,63,Rb,(4-),,0.052,52 ms,B-:100 B-N:5.6 B-2N:0.15,8244.51,-46265.884,1978
37,64,Rb,(3/2+),,0.032,32 ms,B-:100 B-N:28,8206.18,-42567.417,1992
37,65,Rb,,,0.037,37 ms,B-:100 B-N:18,8152.74,-37252.312,1995
37,66,Rb,,,0.023,23 ms,B-:100 B-N B-2N,8112,-33160,2010
37,67,Rb,,,,,B-:100 B-N B-2N,8057,-27450,2018
37,68,Rb,,,,,B-:100 B-N B-2N,,,
37,69,Rb,,,,,B-:100 B-3N B-2N,,,
38,35,Sr,,,0.025,25 ms,EC+B+:100 ECP,8102,-31950,1993
38,36,Sr,0+,,0.027,27 ms,EC+B+:100 ECP,8221,-40827,1995
38,37,Sr,(3/2-),,0.088,88 ms,EC+B+:100 ECP:5.2,8296.51,-46618.702,1991
38,38,Sr,0+,,7.89,7.89 s,EC+B+:100 ECP:0.000034,8393.93,-54247.645,1990
38,39,Sr,5/2(+),,9,9.0 s,EC+B+:100 ECP:0.08,8435.92,-57803.443,1976
38,40,Sr,0+,,160,160 s,EC+B+:100,8500.1,-63173.949,1982
38,41,Sr,3/2(-),,135,2.25 m,EC+B+:100,8523.86,-65479.664,1972
38,42,Sr,0+,,6378,106.3 m,EC+B+:100,8578.6,-70311.467,1961
38,43,Sr,1/2-,,1338,22.3 m,EC+B+:100,8587.35,-71528.134,1952
38,44,Sr,0+,,2.19e+06,25.35 d,EC:100,8635.72,-76010.062,1952
38,45,Sr,7/2+,,1.167e+05,32.41 h,EC+B+:100,8638.41,-76797.616,1952
38,46,Sr,0+,0.56,STABLE,stable,,8677.51,-80649.58,1936
38,47,Sr,9/2+,,5.603e+06,64.849 d,EC:100,8675.72,-81103.29,1940
38,48,Sr,0+,9.86,STABLE,stable,,8708.46,-84523.1,1931
38,49,Sr,9/2+,7,STABLE,stable,,8705.24,-84880.076,1931
38,50,Sr,0+,82.58,STABLE,stable,,8732.6,-87921.629,1923
38,51,Sr,5/2+,,4.369e+06,50.563 d,B-:100,8705.92,-86209.026,1937
38,52,Sr,0+,,9.123e+08,28.91 Y,B-:100,8696,-85950.945,1948
38,53,Sr,5/2+,,3.474e+04,9.65 h,B-:100,8663.88,-83651.95,1943
38,54,Sr,0+,,9400,2.611 h,B-:100,8648.91,-82867.371,1956
38,55,Sr,5/2+,,445.8,7.43 m,B-:100,8612.79,-80085.844,1959
38,56,Sr,0+,,75.3,75.3 s,B-:100,8593.83,-78845.721,1959
38,57,Sr,1/2+,,23.9,23.90 s,B-:100,8549.09,-75117.284,1961
38,58,Sr,0+,,1.07,1.07 s,B-:100,8521.2,-72918.248,1971
38,59,Sr,1/2+,,0.429,429 ms,B-:100 B-N:0.05,8471.85,-68580.674,1978
38,60,Sr,0+,,0.653,0.653 s,B-:100 B-N:0.23,8445.74,-66422.389,1971
38,61,Sr,3/2+,,0.269,0.269 s,B-:100 B-N:0.1,8402.52,-62518.527,1975
38,62,Sr,0+,,0.2,200 ms,B-:100 B-N:1.11,8372.2,-59817.505,1978
38,63,Sr,(5/2-),,0.118,118 ms,B-:100 B-N:2.37,8324.74,-55324.914,1983
38,64,Sr,0+,,0.069,69 ms,B-:100 B-N:5.5,8291.22,-52159.311,1986
38,65,Sr,,,0.053,53 ms,B-:100 B-2N B-N,8242,-47280,1997
38,66,Sr,0+,,0.053,53 ms,B-:100 B-2N B-N,8206,-43760,1997
38,67,Sr,,,0.039,39 ms,B-:100 B-N B-2N,8152,-38190,1997
38,68,Sr,0+,,0.02,20 ms,B-:100 B-N B-2N,8114,-34300,2010
38,69,Sr,,,3.95e-07,395 ns,B- B-N B-2N,8057,-28250,2010
38,70,Sr,0+,,,,B-:100 B-N B-2N,,,
39,37,Y,,,2e-07,200 ns,P EC+B+,8173,-38250,2001
39,38,Y,(5/2+),,0.057,57 ms,EC+B+:100 ECP P,8278,-46439,1999
39,39,Y,(0+),,0.053,53 ms,EC+B+:100 ECP,8349,-52173,1992
39,40,Y,(5/2+),,14.8,14.8 s,EC+B+:100 ECP,8416.78,-57802.935,1992
39,41,Y,(4-),,30.1,30.1 s,EC+B+:100 ECP,8454.28,-61148.162,1981
39,42,Y,(5/2+),,70.4,70.4 s,EC+B+:100,8505.9,-65712.919,1981
39,43,Y,1+,,8.3,8.30 s,EC+B+:100,8529.28,-68064.097,1980
39,44,Y,9/2+,,424.8,7.08 m,EC+B+:100,8573.66,-72205.672,1962
39,45,Y,(6+),,2370,39.5 m,EC+B+:100,8587.78,-73894.439,1962
39,46,Y,(1/2)-,,9648,2.68 h,EC+B+:100,8628.15,-77842.131,1952
39,47,Y,4-,,5.306e+04,14.74 h,EC+B+:100,8638.43,-79283.1,1951
39,48,Y,1/2-,,2.873e+05,79.8 h,EC+B+:100,8674.85,-83018.387,1940
39,49,Y,4-,,9.212e+06,106.626 d,EC+B+:100,8682.54,-84299.029,1948
39,50,Y,1/2-,100,STABLE,stable,,8714.01,-87711.202,1923
39,51,Y,2-,,2.306e+05,64.05 h,B-:100,8693.38,-86496.912,1937
39,52,Y,1/2-,,5.055e+06,58.51 d,B-:100,8684.94,-86351.321,1943
39,53,Y,2-,,1.274e+04,3.54 h,B-:100,8661.59,-84816.494,1940
39,54,Y,1/2-,,3.665e+04,10.18 h,B-:100,8648.91,-84227.155,1948
39,55,Y,2-,,1122,18.7 m,B-:100,8622.81,-82351.473,1948
39,56,Y,1/2-,,618,10.3 m,B-:100,8604.96,-81207.937,1959
39,57,Y,0-,,5.34,5.34 s,B-:100,8569.43,-78329.986,1975
39,58,Y,(1/2-),,3.75,3.75 s,B-:100 B-N:0.055,8541.46,-76115.455,1970
39,59,Y,0-,,0.548,0.548 s,B-:100 B-N:0.33,8497.62,-72288.748,1970
39,60,Y,(5/2+),,1.484,1.484 s,B-:100 B-N:1.77,8476.69,-70643.73,1975
39,61,Y,(1)-,,0.732,732 ms,B-:100 B-N:1.02,8439.42,-67321.241,1977
39,62,Y,(5/2+),,0.45,0.45 s,B-:100 B-N:1.94,8413.33,-65054.787,1983
39,63,Y,HIGH J,,0.36,0.36 s,B-:100 B-N:4.9,8371.92,-61172.641,1980
39,64,Y,(5/2+),,0.23,0.23 s,B-:100 B-N:8,8342.63,-58457.034,1994
39,65,Y,,,0.197,197 ms,B-:100 B-N:34 B-2N,8298,-54080,1994
39,66,Y,,,0.107,107 ms,B-:100 B-N:82,8262,-50570,1994
39,67,Y,,,0.079,79 ms,B-:100 B-N B-2N,8215,-45790,1997
39,68,Y,,,0.0335,33.5 ms,B-:100 B-N B-2N,8178,-41970,1997
39,69,Y,,,0.03,30 ms,B-:100 B-N B-2N,8129,-36780,2010
39,70,Y,(5/2+),,0.025,25 ms,B-:100,8089,-32480,2010
39,71,Y,,,,,B-:100 B-2N B-N,,,
39,72,Y,,,,,B-:100 B-N B-2N,,,
40,37,Zr,,,,,EC+B+ ECP 2P,8075,-31600,2017
40,38,Zr,0+,,1.7e-07,170 ns,EC+B+,8194,-40850,2001
40,39,Zr,,,0.056,56 ms,EC+B+:100 ECP,8267,-46770,1999
40,40,Zr,0+,,4.6,4.6 s,EC+B+:100 ECP,8365,-54760,1987
40,41,Zr,(3/2-),,5.5,5.5 s,EC+B+:100 ECP:0.12,8395.15,-57524.418,1997
40,42,Zr,0+,,32,32 s,EC+B+:100,8465.47,-63614.063,1982
40,43,Zr,(1/2-),,42,42 s,EC+B+:100 ECP,8488.4,-65911.659,1974
40,44,Zr,0+,,1548,25.8 m,EC+B+:100,8549.03,-71421.692,1977
40,45,Zr,(7/2+),,471.6,7.86 m,EC+B+:100,8564.04,-73175.196,1963
40,46,Zr,0+,,5.94e+04,16.5 h,EC+B+:100,8614.05,-77969.023,1951
40,47,Zr,9/2+,,6048,1.68 h,EC+B+:100,8623.65,-79347.147,1948
40,48,Zr,0+,,7.206e+06,83.4 d,EC:100,8666.03,-83628.874,1951
40,49,Zr,9/2+,,2.823e+05,78.41 h,EC+B+:100,8673.39,-84877.974,1948
40,50,Zr,0+,51.45,STABLE,stable,,8709.97,-88772.547,1924
40,51,Zr,5/2+,11.22,STABLE,stable,,8693.31,-87895.592,1934
40,52,Zr,0+,17.15,STABLE,stable,,8692.68,-88459.024,1924
40,53,Zr,5/2+,,5.081e+13,1.61E+6 Y,B-:100,8671.62,-87122.028,1950
40,54,Zr,0+,17.38,STABLE,stable,,8666.8,-87269.332,1924
40,55,Zr,5/2+,,5.532e+06,64.032 d,B-:100,8643.59,-85659.94,1946
40,56,Zr,0+,2.8,6.311e+26,2.0E+19 Y,,8635.33,-85438.86,1934
40,57,Zr,1/2+,,6.03e+04,16.749 h,B-:100,8603.72,-82936.693,1951
40,58,Zr,0+,,30.7,30.7 s,B-:100,8581.4,-81281.757,1967
40,59,Zr,(1/2+),,2.1,2.1 s,B-:100,8539.23,-77616.67,1970
40,60,Zr,0+,,7.1,7.1 s,B-:100,8522.11,-76372.736,1970
40,61,Zr,(3/2+),,2.3,2.3 s,B-:100,8485.84,-73160.987,1972
40,62,Zr,0+,,2.9,2.9 s,B-:100,8466.29,-71581.427,1970
40,63,Zr,(5/2-),,1.3,1.3 s,B-:100,8425.83,-67808.993,1987
40,64,Zr,0+,,1.2,1.2 s,B-:100,8402.32,-65717.66,1990
40,65,Zr,[5/2+],,0.66,0.66 s,B-:100 B-N:2,8358.6,-61458.274,1992
40,66,Zr,0+,,0.18,180 ms,B-:100 B-N:7,8330,-58749,1994
40,67,Zr,,,0.146,146 ms,B-:100 B-N:23,8284,-54020,1994
40,68,Zr,0+,,0.0774,77.4 ms,B-:100 B-N,8253,-50950,1997
40,69,Zr,(5/2+),,0.056,56 ms,B-:100,8204,-45730,1997
40,70,Zr,0+,,0.0375,37.5 ms,B-:100 B-2N B-N,8171,-42220,1997
40,71,Zr,,,0.024,24.0 ms,B-:100 B-2N B-N,8118,-36480,2010
40,72,Zr,0+,,0.03,30 ms,B-:100 B-2N B-N,8081,-32420,2010
40,73,Zr,,,,,B-:100 B-N B-2N,8027,-26340,2018
40,74,Zr,0+,,,,B-:100 B-N B-2N,,,
41,40,Nb,,,2e-07,200 ns,EC+B+,8248,-46360,
41,41,Nb,(0+),,0.05,50 ms,EC+B+:100 ECP,8312,-51810,1992
41,42,Nb,(5/2+),,3.9,3.9 s,EC+B+:100,8378.99,-57612.91,1988
41,43,Nb,(1+ 2+ 3+),,9.8,9.8 s,EC+B+:100 ECP,8417.96,-61193.842,1977
41,44,Nb,(9/2+),,20.5,20.5 s,EC+B+:100,8473.71,-66279.684,1988
41,45,Nb,(6+),,88,88 s,EC+B+:100,8502.22,-69134.061,1974
41,46,Nb,(1/2)-,,222,3.7 m,EC+B+:100,8551.76,-73874.493,1971
41,47,Nb,(8+),,870,14.50 m,EC+B+:100,8572.4,-76171.555,1964
41,48,Nb,(9/2+),,7308,2.03 h,EC+B+:100,8616.82,-80625.755,1954
41,49,Nb,8+,,5.256e+04,14.60 h,EC+B+:100,8633.38,-82661.531,1951
41,50,Nb,9/2+,,2.146e+10,6.8E+2 Y,EC+B+:100,8670.9,-86638.028,1951
41,51,Nb,7+,,1.095e+15,3.47E+7 Y,EC+B+:100,8662.37,-86453.29,1938
41,52,Nb,9/2+,100,STABLE,stable,,8664.18,-87212.84,1932
41,53,Nb,6+,,6.406e+11,2.03E+4 Y,B-:100,8648.9,-86369.063,1938
41,54,Nb,9/2+,,3.023e+06,34.991 d,B-:100,8647.21,-86786.272,1951
41,55,Nb,6+,,8.406e+04,23.35 h,B-:100,8628.89,-85602.83,1949
41,56,Nb,9/2+,,4326,72.1 m,B-:100,8623.14,-85602.797,1951
41,57,Nb,1+,,2.86,2.86 s,B-:100,8596.3,-83524.612,1960
41,58,Nb,9/2+,,15,15.0 s,B-:100,8578.99,-82335.344,1950
41,59,Nb,1+,,1.4,1.4 s,B-:100,8548.47,-79791.246,1967
41,60,Nb,(5/2+),,7.1,7.1 s,B-:100,8534.84,-78891.488,1970
41,61,Nb,(4+),,4.3,4.3 s,B-:100,8504.87,-76298.265,1972
41,62,Nb,(5/2+),,1.5,1.5 s,B-:100,8488.33,-75028.667,1971
41,63,Nb,(1+),,4.9,4.9 s,B-:100 B-N:0.06,8453.38,-71810.997,1976
41,64,Nb,(5/2+),,2.91,2.91 s,B-:100 B-N:1.7,8431.69,-69915.547,1984
41,65,Nb,(1-),,1.02,1.02 s,B-:100 B-N:4.5,8393.27,-66202.678,1976
41,66,Nb,,,0.3,300 ms,B-:100,8367.09,-63723.805,1992
41,67,Nb,(2+),,0.198,198 ms,B-:100 B-N:6.3 B-2N,8325.66,-59545.198,1994
41,68,Nb,(5/2+),,0.108,108 ms,B-:100 B-N:15,8297.13,-56689.8,1994
41,69,Nb,(5),,0.082,82 ms,B-:100 B-N:40,8255.26,-52309.914,1994
41,70,Nb,,,0.054,54 ms,B-:100 B-N B-2N,8223,-48960,1997
41,71,Nb,,,0.033,33 ms,B-:100,8178,-44070,1997
41,72,Nb,,,0.032,32 ms,B-:100 B-N B-2N,8143,-40210,1997
41,73,Nb,,,0.017,17 ms,B-:100 B-N B-2N,8097,-34960,2010
41,74,Nb,,,0.023,23 ms,B-:100 B-N B-2N,8061,-30880,2010
41,75,Nb,,,,,B-:100 B-3N B-2N,8012,-25230,2018
41,76,Nb,,,,,B-:100 B-N B-2N,,,
42,39,Mo,,,4.5e-07,450 ns,ECP EC+B+,8054,-31460,2013
42,40,Mo,0+,,,?,EC+B+:100 ECP,8163,-40370,2013
42,41,Mo,,,0.006,6 ms,EC+B+:100,8234,-46340,1999
42,42,Mo,0+,,2.3,2.3 s,EC+B+:100 ECP,8325,-54170,1991
42,43,Mo,(1/2-),,3.2,3.2 s,EC+B+:100 ECP:0.14,8361.33,-57509.76,1992
42,44,Mo,0+,,19.1,19.1 s,EC+B+:100,8434.72,-64110.927,1991
42,45,Mo,(7/2+),,14.1,14.1 s,EC+B+:100 B+P:15,8462.42,-66884.817,1977
42,46,Mo,0+,,480,8.0 m,EC+B+:100,8523.91,-72686.553,1971
42,47,Mo,(9/2+),,126.6,2.11 m,EC+B+:100,8544.99,-75014.944,1980
42,48,Mo,0+,,2.002e+04,5.56 h,EC+B+:100,8597.03,-80172.514,1953
42,49,Mo,9/2+,,929.4,15.49 m,EC+B+:100,8613.63,-82208.834,1948
42,50,Mo,0+,14.649,STABLE,stable,,8657.73,-86808.587,1930
42,51,Mo,5/2+,,1.262e+11,4.0E+3 Y,EC:100,8651.41,-86807.079,1946
42,52,Mo,0+,9.187,STABLE,stable,,8662.33,-88414.079,1930
42,53,Mo,5/2+,15.873,STABLE,stable,,8648.72,-87711.872,1930
42,54,Mo,0+,16.673,STABLE,stable,,8653.99,-88794.889,1930
42,55,Mo,5/2+,9.582,STABLE,stable,,8635.09,-87544.7,1930
42,56,Mo,0+,24.292,STABLE,stable,,8635.17,-88115.98,1930
42,57,Mo,1/2+,,2.373e+05,65.924 h,B-:100,8607.8,-85970.106,1948
42,58,Mo,0+,9.744,2.212e+26,7.01E+18 Y,2B-:100 2B-:100,8604.66,-86193.029,1930
42,59,Mo,1/2+,,876.6,14.61 m,B-:100,8572.92,-83519.952,1941
42,60,Mo,0+,,678,11.3 m,B-:100,8568.4,-83560.866,1954
42,61,Mo,(3/2+),,67.5,67.5 s,B-:100,8538.27,-80954.331,1963
42,62,Mo,0+,,60,60 s,B-:100,8527.91,-80343.748,1962
42,63,Mo,(5/2-),,36.3,36.3 s,B-:100,8494.86,-77330.788,1962
42,64,Mo,0+,,8.73,8.73 s,B-:100,8479.52,-76128.003,1969
42,65,Mo,(5/2+),,3.5,3.5 s,B-:100,8442.22,-72544.975,1972
42,66,Mo,0+,,1.09,1.09 s,B-:100,8422.16,-70749.297,1972
42,67,Mo,(5/2+),,0.61,0.61 s,B-:100 B-N:1.3,8381.42,-66659.285,1992
42,68,Mo,0+,,0.296,0.296 s,B-:100 B-N:2,8359.29,-64535.814,1992
42,69,Mo,(1/2+ 3/2+),,0.186,186 ms,B-:100 B-N:12,8315.29,-59939.813,1994
42,70,Mo,0+,,0.12,120 ms,B-:100,8291,-57480,1994
42,71,Mo,,,0.08,80 ms,B-:100 B-N,8246,-52650,1994
42,72,Mo,0+,,0.058,58 ms,B-:100 B-N,8219,-49680,1997
42,73,Mo,,,0.0455,45.5 ms,B-:100 B-N B-2N,8173,-44550,2010
42,74,Mo,0+,,0.032,32 ms,B-2N B- B-N,8143,-41210,2010
42,75,Mo,,,0.022,22 ms,B-2N B-N B-,8096,-35689,2010
42,76,Mo,0+,,0.019,19 ms,B-:100 B-2N B-N,8067,-32370,2015
42,77,Mo,,,,,B-:100 B-N B-2N,8019,-26580,2018
43,42,Tc,,,1e-07,100 ns,P,8215,-45850,
43,43,Tc,(0+),,0.055,55 ms,EC+B+:100 ECP,8280,-51570,1992
43,44,Tc,(9/2+),,2.2,2.2 s,EC+B+:100,8347.74,-57690.052,1991
43,45,Tc,(5+ 6+ 7+),,6.4,6.4 s,EC+B+:100 ECP,8389.83,-61670.301,1991
43,46,Tc,(9/2+),,12.8,12.8 s,EC+B+:100,8450.58,-67394.857,1991
43,47,Tc,(8+),,49.2,49.2 s,EC:100,8483.36,-70724.696,1974
43,48,Tc,(9/2)+,,188.4,3.14 m,EC+B+:100,8536.66,-75986.657,1974
43,49,Tc,(8)+,,255,4.25 m,EC+B+:100,8563.54,-78925.703,1964
43,50,Tc,9/2+,,9900,2.75 h,EC+B+:100,8608.58,-83606.116,1948
43,51,Tc,7+,,1.758e+04,293 m,EC+B+:100,8608.74,-84158.332,1948
43,52,Tc,9/2+,,7.2e+04,20.0 h,EC+B+:100,8622.69,-86021.355,1947
43,53,Tc,7+,,3.698e+05,4.28 d,EC+B+:100,8614.87,-85821.648,1947
43,54,Tc,9/2+,,1.329e+14,4.21E+6 Y,EC:100,8623.73,-87224.436,1946
43,55,Tc,(6)+,,1.325e+14,4.2E+6 Y,B-:100,8610,-86432.214,1955
43,56,Tc,9/2+,,6.662e+12,2.111E+5 Y,B-:100,8613.61,-87327.869,1938
43,57,Tc,1+,,15.65,15.65 s,B-:99.9974 EC:0.0026,8595.12,-86020.951,1952
43,58,Tc,9/2+,,853.2,14.22 m,B-:100,8593.14,-86344.593,1941
43,59,Tc,1+,,5.28,5.28 s,B-:100,8570.65,-84572.921,1954
43,60,Tc,5/2+,,54.2,54.2 s,B-:100,8566.1,-84603.92,1957
43,61,Tc,(3+),,1098,18.3 m,B-:100,8541.11,-82498.969,1956
43,62,Tc,(3/2-),,458.4,7.64 m,B-:100,8534.61,-82286.303,1955
43,63,Tc,(1 2),,35.6,35.6 s,B-:100,8506.56,-79776.253,1965
43,64,Tc,(3/2-),,21.2,21.2 s,B-:100,8492.9,-78749.967,1965
43,65,Tc,(2)+,,5.17,5.17 s,B-:100,8462.82,-75922.831,1970
43,66,Tc,(5/2+),,0.91,0.91 s,B-:100 B-N:0.08,8444.18,-74282.828,1976
43,67,Tc,(2 3+),,0.9,0.900 s,B-:100 B-N:0.04,8411.26,-71034.564,1976
43,68,Tc,(5/2+),,0.29,290 ms,B-:100 B-N:0.85,8390.09,-69024.675,1988
43,69,Tc,(2+),,0.271,271 ms,B-:100 B-N:1.5,8353.62,-65258.932,1990
43,70,Tc,(5/2+),,0.152,152 ms,B-:100 B-N:2.1,8329.47,-62811.549,1992
43,71,Tc,(GE 4),,0.1,100 ms,B-:100 B-N,8290.26,-58600.294,1994
43,72,Tc,,,0.078,78 ms,B-:100 B-N,8264,-55796,1994
43,73,Tc,,,0.057,57 ms,B-:100 B-2N B-N,8223,-51214,1997
